300,Jordan,0x99bD4499108e88A370e9aE37e6c3E09bBe4eb1bF
383,Jordan,0xD83C7bcED50Ba86f1C1FBf29aBba278E3659F72A
475,Jordan,0x4C15b6610Ebb462c452B69fbbaeAE755CB8A6BFc
674,Jordan,0xa2f8d197aa9A150e47b4cDE7c4b64959526c1CB2
726,Jordan,0x54639E5f8D7b4559bA368C80E1fD22fbF890bBdd
765,Jordan,0x1C8532192cfd3733658E2c52713F3EA692930671
1123,Jordan,0x184239E9F9e225f0Fbd8e06b7492BD18E0AC6B88
1149,Jordan,0x6Bc4f2BcaeBB0981F7A82CbbeB25cd5E5cb35d17
1170,Jordan,0x202992D9e6D171805d562f278D5f28621faE289F
1209,Jordan,0xeE3DC9f2c5a48CD56dEDA699Eb529Ff1f5E19bfC
1242,Jordan,0x5e6975dD6D81f76872f094E0c595927E58832332
1402,Jordan,0x15E89304f699b39fDcB84E9F98C08DF117aB011e
1474,Jordan,0xfA23FaD189696502d8a1fa485D5D56f40c50071a
1508,Jordan,0xCd97A2C0F4773Aae2E91e025291e1C2bEe117468
1617,Jordan,0xE31c50Bf2b0Ec666576D9eebf62eF573a1715ABB
1637,Jordan,0x0C24c489F9272136143e15f883CA04B46F4cB93b
1639,Jordan,0x9BAE2C333D3a242645D7C7c0430f0B9cEdf372d0
1760,Jordan,0x1b3CA08BA8D6A60bd7250254F873D2D874C8FE89
1834,Jordan,0xE155af1848D09A5B8Cb0664eC482d11e2536C8Ad
1949,Jordan,0x54639E5f8D7b4559bA368C80E1fD22fbF890bBdd
2318,Jordan,0x86cB83c50a22e2267171D889078c6423F09066DA
2353,Jordan,0x43a11724Ad02636d60d27953A33d653962e6fB96
2390,Jordan,0x7b353F1c651Ef6bc0c58c47FFDf813d04FA3F5eA
2415,Jordan,0xC7729a0a539fF83B99A57d6d7508B3b5DEcB29A1
2481,Jordan,0xfb36125680C010017843E2E4a3CBAA82d3f89633
2501,Jordan,0xed690606f908361c26Bd2B1aD4fa31eD201DcA4C
2619,Jordan,0x9BAE2C333D3a242645D7C7c0430f0B9cEdf372d0
2684,Jordan,0xb68260D0EC9E3857b1A8c6942fAa1293e3F8dAe1
2688,Jordan,0x68C5Ab70ECeBc7eC49662E8FdEC46f9DDc3fd27D
2815,Jordan,0x6Bc4f2BcaeBB0981F7A82CbbeB25cd5E5cb35d17
2910,Jordan,0x58003ef0F1561a919F595fDF4244DEc1863fB335
3103,Jordan,0x813bD2D49549C69EA78E9F49180a8795520C10F9
3104,Jordan,0xD175D26d557dC3CA7a3762fc118A97251d470db7
3110,Jordan,0x8718705954C2e4284A6Be6714AF35433E76129AF
3301,Jordan,0xB318C5E72fa4bbC61C7056A6348f82A6821B39f7
3365,Jordan,0xfA23FaD189696502d8a1fa485D5D56f40c50071a
3573,Jordan,0xa4eFcE9Cf698bd1007B6AbE5F840c539a1Ac7d49
3595,Jordan,0xCd97A2C0F4773Aae2E91e025291e1C2bEe117468
3605,Jordan,0x79DB072377B676cED35d5923d04392F96f96d9d6
3634,Jordan,0x0c483C3D127aC5016fA45Ac0380b6e3A684636a1
3677,Jordan,0x71ADA0bC3A91f7155A5b8c5e0526A244Aed85ac7
3719,Jordan,0xCd97A2C0F4773Aae2E91e025291e1C2bEe117468
3810,Jordan,0x1d040eCA3ba69c0d50cF542628016fC27e7b36B9
3838,Jordan,0x2A9948D632Bd060744bDbB82B5BCD9D03Bd3016C
3905,Jordan,0xc0f5C069Dc547168915F975404F134C2FD4C8686
3938,Jordan,0x2E1a902EfF628830E225a99aB587CE779421B83e
4002,Jordan,0xD060898213B66f8Abf1367f84DDe0ABcFEDd0D58
4036,Jordan,0x82fe63dEa088A81d635f074b141E7DB45E8b7E37
4067,Jordan,0xd3be89C7deC4214b2f9f6fB0095E05002cD83822
4086,Jordan,0xb475bB37B8b9C2C00b2F7A6669Ba96B86e23c4cb
4182,Jordan,0x27e88A965FD9365da85A02C8f8abd536776e6b5F
4194,Jordan,0xd5721402dFC073822F4a39F0d4A741a9F342a8AE
4259,Jordan,0xF41Aa7ADae0F38Dca469A103Af24E2fa7773AE9F
4314,Jordan,0xFC909209B0bF433dfDb7E23A6587614413653D56
4352,Jordan,0x28427a576D4AD47BDaB8F620534121366De50258
4359,Jordan,0x711F5f9c8A62C80CDFc99269955f5C2a2e22bdfF
4456,Jordan,0x07f57f7b243310316e87Ca17E32D4119577A8f25
4473,Jordan,0xF8AdFEcE732E793A8356182363cb51b026D99807
4496,Jordan,0x4c19f7E367517fee82d655370336E2d724166fCF
4565,Jordan,0x711F5f9c8A62C80CDFc99269955f5C2a2e22bdfF
4590,Jordan,0xc456a49ffAD69263a51524cDC17aE98d21848011
4633,Jordan,0xdD6D885cB95D736D555f5c623cbBC8AE3f34a46c
4780,Jordan,0xCd97A2C0F4773Aae2E91e025291e1C2bEe117468
4790,Jordan,0x75F48C92Dd6F981F091B2858181075fE529626E3
4894,Jordan,0x6070adb40c86B6593fd95f09db25DC0dFFbF207A
4925,Jordan,0xD060898213B66f8Abf1367f84DDe0ABcFEDd0D58
4987,Jordan,0x1EE97511972E60484766572b1D8689a2E1b92B99
4995,Jordan,0x6d1D295F8bB3e05C1F6d48a3475F28163d46cE5c
5039,Jordan,0x95E8a4792D7e5Bf6Ce3973184400cC9C37b6Ae67
5058,Jordan,0xCd97A2C0F4773Aae2E91e025291e1C2bEe117468
5125,Jordan,0x6Bc4f2BcaeBB0981F7A82CbbeB25cd5E5cb35d17
5128,Jordan,0x5B200621d2EBd763642dFD2f01d421c696a0315b
5151,Jordan,0x48468948b968D3d84781fd3B32AC30D676F8d995
5342,Jordan,0x00002Af92bFc4502bcE533589f7C7d8340280e67
5480,Jordan,0xCBFE20cb9EF455E89D0D0D213C9dD2Abc3dB3eFC
5715,Jordan,0x94CC4deba6Cf8cF739289420E360fFF724cAc179
5786,Jordan,0x14a9B1e758437aeb9e83D6eEfBA7D1304Ed7a724
5787,Jordan,0x4fBEA169fb1405A77d9aF4eaA0822592c2C4cE47
5796,Jordan,0x7483d1CBF82E9287885726Bc12107dc5352CdD38
5861,Jordan,0xB318C5E72fa4bbC61C7056A6348f82A6821B39f7
5899,Jordan,0x43a11724Ad02636d60d27953A33d653962e6fB96
5956,Jordan,0x2d58F78e48A6fF5A617696a88f4abAA4C9Ce5504
6062,Jordan,0xaA676aDb4BfF794D6c7EA5511312a0f486d79eAD
6078,Jordan,0x02af99a996F86aD63Fbe47382484922AA7D36ea5
6143,Jordan,0xBEb495e67a4a037Af94131C156911aace5FE5A42
6160,Jordan,0xCd97A2C0F4773Aae2E91e025291e1C2bEe117468
6284,Jordan,0x8ee9E14A518451A7a16694A12853D21212a010f5
6356,Jordan,0xc082bdB52B9F341d8ab5D8aE9dA708d13c230cca
6420,Jordan,0xD060898213B66f8Abf1367f84DDe0ABcFEDd0D58
6504,Jordan,0x6c317B8EeEa2143EFaD8D810EB0f09F99073115a
6511,Jordan,0x5e6975dD6D81f76872f094E0c595927E58832332
6541,Jordan,0xEE761667e0A943Aa07237Da6100d875b3551C477
6546,Jordan,0x3C61310b7685DeE7E77A734974635288B455D8F1
6553,Jordan,0xB318C5E72fa4bbC61C7056A6348f82A6821B39f7
6720,Jordan,0x6a790cF85792DB7AC24FDf45Cc1783f76b4C8fAA
6755,Jordan,0x93F3C323cDaEBB00f5134aFf9484791Ad49EcC27
6955,Jordan,0x6B35876DA5CfbB210Bed3686C6874932e5EFe48F
